year,name,house,pop,popm,popf,foreign,density,area,numhouse,old65
2005,합계,3871024,10297004,5123738,5173266,129660,17009,605.4,2.63,735902
2005,종로구,69982,173861,87091,86770,4546,7272,23.91,2.48,17217
2005,중구,55101,134420,67062,67358,4393,13495,9.96,2.44,13069
2005,용산구,97324,240077,118268,121809,9817,10979,21.87,2.47,23183
2005,성동구,131725,342691,171858,170833,4947,20341,16.85,2.6,25904
2005,광진구,147077,380480,189497,190983,4867,22304,17.06,2.59,23391
2005,동대문구,152613,386280,194446,191834,5170,27173,14.22,2.53,32189
2005,중랑구,159674,429922,214675,215247,2549,23236,18.5,2.69,29434
2005,성북구,177456,467308,232338,234970,4429,19024,24.56,2.63,38788
2005,강북구,132471,355334,176451,178883,2074,15055,23.6,2.68,29566
2005,도봉구,134308,383448,190512,192936,1919,18436,20.8,2.85,28009
2005,노원구,215166,624855,307569,317286,2852,17640,35.42,2.9,44947
2005,은평구,178816,473456,234477,238979,2705,15934,29.71,2.65,37760
2005,서대문구,138320,355934,174867,181067,6771,20208,17.61,2.57,31654
2005,마포구,159894,393155,193008,200147,4991,16466,23.88,2.46,31547
2005,양천구,174368,502788,251369,251419,3033,28890,17.4,2.88,29840
2005,강서구,202052,557373,276000,281373,3713,13464,41.4,2.76,36223
2005,구로구,154397,427119,216633,210486,10714,21235,20.11,2.77,27550
2005,금천구,98179,263936,134619,129317,7034,20279,13.02,2.69,17153
2005,영등포구,159762,421327,213122,208205,12941,17151,24.57,2.64,31250
2005,동작구,158192,414668,205898,208770,4187,25367,16.35,2.62,32061
2005,관악구,220879,537235,273470,263765,7215,18168,29.57,2.43,35252
2005,서초구,152245,406875,198665,208210,5139,8651,47.03,2.67,25287
2005,강남구,211338,547775,265943,281832,6866,13853,39.54,2.59,31755
2005,송파구,222169,610023,301510,308513,4183,18007,33.88,2.75,35302
2005,강동구,167516,466664,234390,232274,2605,18987,24.58,2.79,27571
2006,합계,3978938,10356202,5145481,5210721,175036,17108,605.33,2.56,786580
2006,종로구,70925,172690,86375,86315,5897,7223,23.91,2.43,17938
2006,중구,56642,136348,67950,68398,5699,13688,9.96,2.41,13895
2006,용산구,101479,243033,119739,123294,10998,11114,21.87,2.39,24397
2006,성동구,133864,340895,170965,169930,6458,20234,16.85,2.55,27412
2006,광진구,150736,381540,189517,192023,7098,22376,17.05,2.53,24919
2006,동대문구,155667,385712,193873,191839,6852,27136,14.21,2.48,34381
2006,중랑구,163509,429404,214111,215293,3326,23211,18.5,2.63,31992
2006,성북구,185805,478511,237494,241017,5668,19479,24.57,2.58,41727
2006,강북구,134490,351624,174488,177136,2634,14897,23.6,2.61,31810
2006,도봉구,136003,379755,188320,191435,2221,18341,20.7,2.79,30261
2006,노원구,218799,621676,305515,316161,3583,17550,35.42,2.84,47363
2006,은평구,180503,467940,231462,236478,3360,15750,29.71,2.59,40148
2006,서대문구,141869,356652,174563,182089,7632,20249,17.61,2.51,33662
2006,마포구,165036,397049,194461,202588,6466,16624,23.88,2.41,33528
2006,양천구,178984,505606,252271,253335,3889,29051,17.4,2.82,31600
2006,강서구,208347,559845,276968,282877,4900,13515,41.43,2.69,38662
2006,구로구,159991,436786,221403,215383,16954,21717,20.11,2.73,29870
2006,금천구,99193,263989,134694,129295,10746,20287,13.01,2.66,18508
2006,영등포구,164263,429816,217412,212404,21118,17496,24.57,2.62,33731
2006,동작구,161958,414978,205408,209570,6396,25385,16.35,2.56,34137
2006,관악구,230093,545995,277400,268595,10778,18463,29.57,2.37,38358
2006,서초구,158618,413970,201482,212488,5704,8802,47.03,2.61,27140
2006,강남구,222642,564658,273524,291134,7694,14280,39.54,2.54,34292
2006,송파구,228770,612527,302612,309915,5522,18080,33.88,2.68,37603
2006,강동구,170752,465203,233474,231729,3443,18928,24.58,2.72,29246
2007,합계,4046086,10421782,5174655,5247127,229072,17219,605.25,2.52,852235
2007,종로구,71968,173843,87001,86842,7997,7271,23.91,2.42,19127
2007,중구,57473,137435,68516,68919,7391,13799,9.96,2.39,14907
2007,용산구,104720,248362,122454,125908,12530,11356,21.87,2.37,26039
2007,성동구,135655,341620,171404,170216,8085,20274,16.85,2.52,29691
2007,광진구,154017,386367,191521,194846,9795,22661,17.05,2.51,27100
2007,동대문구,156777,385825,193949,191876,9404,27171,14.2,2.46,37066
2007,중랑구,167665,431406,215356,216050,4335,23319,18.5,2.57,34951
2007,성북구,187024,477358,236767,240591,7385,19428,24.57,2.55,44604
2007,강북구,135415,348702,172942,175760,3224,14769,23.61,2.58,34732
2007,도봉구,138156,378559,187454,191105,2584,18288,20.7,2.74,32780
2007,노원구,222109,621192,304732,316460,4439,17538,35.42,2.8,50656
2007,은평구,181551,463473,229054,234419,4277,15600,29.71,2.55,43414
2007,서대문구,144016,357174,174544,182630,8599,20282,17.61,2.48,36326
2007,마포구,167901,400392,196196,204196,7742,16774,23.87,2.38,36160
2007,양천구,181977,508566,253616,254950,4916,29228,17.4,2.79,33961
2007,강서구,213893,566495,279974,286521,6071,13677,41.42,2.65,42075
2007,구로구,163310,445095,225414,219681,24553,22133,20.11,2.73,33021
2007,금천구,99299,264323,135135,129188,15215,20317,13.01,2.66,20353
2007,영등포구,166087,439151,222241,216910,30973,17873,24.57,2.64,36661
2007,동작구,163600,414839,205115,209724,8872,25372,16.35,2.54,36829
2007,관악구,236544,550766,279947,270819,15195,18626,29.57,2.33,42214
2007,서초구,158880,411951,200378,211573,5982,8765,47,2.59,29054
2007,강남구,226149,569176,275010,294166,8218,14395,39.54,2.52,37115
2007,송파구,237517,630691,310809,319882,6815,18615,33.88,2.66,41787
2007,강동구,174383,469021,235126,233895,4475,19081,24.58,2.69,31612
2008,합계,4097562,10456034,5184732,5271302,255207,17275,605.27,2.49,898700
2008,종로구,74660,179754,89725,90029,9049,7519,23.91,2.29,20162
2008,중구,58174,138811,69284,69527,8449,13936,9.96,2.24,15427
2008,용산구,106966,251043,123551,127492,12819,11480,21.87,2.23,27167
2008,성동구,128658,322679,161744,160935,8467,19151,16.85,2.44,29525
2008,광진구,155676,387254,191676,195578,11772,22698,17.06,2.41,28702
2008,동대문구,156267,381663,191888,189775,11413,26876,14.2,2.37,38563
2008,중랑구,171183,432845,216344,216501,4974,23399,18.5,2.5,37180
2008,성북구,190713,481419,238344,243075,8062,19597,24.57,2.48,47242
2008,강북구,136300,345754,171180,174574,3480,14644,23.61,2.51,36649
2008,도봉구,139733,376698,186476,190222,2762,18196,20.7,2.68,34750
2008,노원구,225065,620808,304068,316740,4827,17524,35.43,2.74,52938
2008,은평구,182762,463364,228740,234624,4963,15607,29.69,2.51,46002
2008,서대문구,138295,340731,166432,174299,9043,19356,17.6,2.4,36342
2008,마포구,165978,393241,192243,200998,8122,16472,23.87,2.32,36811
2008,양천구,183002,507899,253061,254838,5556,29183,17.4,2.75,35573
2008,강서구,223026,583545,288063,295482,6697,14086,41.43,2.59,45762
2008,구로구,165750,448696,226732,221964,27901,22282,20.14,2.54,35608
2008,금천구,100138,265244,135337,129907,17924,20396,13.01,2.47,21649
2008,영등포구,168187,443537,223825,219712,35438,18056,24.57,2.43,38951
2008,동작구,163742,410934,202654,208280,10068,25136,16.35,2.45,38320
2008,관악구,241511,551873,279975,271898,17317,18664,29.57,2.21,44843
2008,서초구,159907,412065,200313,211752,5745,8767,47,2.54,30943
2008,강남구,227533,565624,272953,292671,7792,14307,39.54,2.45,38918
2008,송파구,256104,676580,332704,343876,7618,19971,33.88,2.61,46934
2008,강동구,178232,473973,237420,236553,4949,19285,24.58,2.63,33739
2009,합계,4116660,10464051,5181359,5282692,255749,17289,605.25,2.48,942946
2009,종로구,74315,177543,88432,89111,8940,7426,23.91,2.27,20753
2009,중구,58249,137861,69046,68815,8396,13841,9.96,2.22,16008
2009,용산구,107456,251200,123528,127672,12492,11487,21.87,2.22,28167
2009,성동구,126670,316064,158203,157861,8006,18759,16.85,2.43,30300
2009,광진구,156140,386513,190967,195546,12515,22653,17.06,2.4,30288
2009,동대문구,153437,374277,187856,186421,12131,26356,14.2,2.36,39693
2009,중랑구,171448,429700,214546,215154,4939,23232,18.5,2.48,39191
2009,성북구,192990,484457,239463,244994,8429,19721,24.57,2.47,49417
2009,강북구,136779,343912,170346,173566,3545,14566,23.61,2.49,38749
2009,도봉구,139010,372398,184019,188379,2665,17988,20.7,2.66,36245
2009,노원구,225000,615161,301164,313997,4545,17360,35.44,2.71,54756
2009,은평구,185701,470782,231849,238933,4887,15855,29.69,2.51,48979
2009,서대문구,137062,336649,164251,172398,9198,19126,17.6,2.39,37561
2009,마포구,165750,392313,191300,201013,8300,16434,23.87,2.32,38327
2009,양천구,182363,506684,251971,254713,5289,29104,17.41,2.75,37132
2009,강서구,221975,579196,285597,293599,6360,13983,41.42,2.58,47657
2009,구로구,167404,449613,227173,222440,27646,22347,20.12,2.52,37465
2009,금천구,100285,263116,134341,128775,18281,20240,13,2.44,22695
2009,영등포구,168099,441747,222622,219125,35949,17983,24.57,2.41,40498
2009,동작구,163344,407973,200855,207118,10053,24954,16.35,2.44,39971
2009,관악구,241873,547311,277269,270042,17442,18510,29.57,2.19,47311
2009,서초구,166405,431131,209113,222018,5650,9172,47,2.56,34046
2009,강남구,229431,569499,274480,295019,7361,14405,39.54,2.45,41065
2009,송파구,260681,689296,337950,351346,7820,20347,33.88,2.61,50067
2009,강동구,184793,489655,245018,244637,4910,19920,24.58,2.62,36605
2010,합계,4224181,10575447,5236742,5338705,262902,17473,605.25,2.44,1007572
2010,종로구,77621,179362,89252,90110,8784,7502,23.91,2.2,22458
2010,중구,61468,141200,70908,70292,8378,14177,9.96,2.16,17504
2010,용산구,113204,257143,125832,131311,12290,11759,21.87,2.16,30996
2010,성동구,129644,316892,158771,158121,7799,18808,16.85,2.38,32094
2010,광진구,159675,388775,192053,196722,13312,22786,17.06,2.35,32241
2010,동대문구,158485,379343,190317,189026,12557,26713,14.2,2.31,42669
2010,중랑구,176096,432302,216255,216047,4847,23373,18.5,2.43,41887
2010,성북구,201489,497692,245659,252033,8760,20260,24.57,2.43,53243
2010,강북구,142711,350007,173373,176634,3487,14824,23.61,2.43,41702
2010,도봉구,140603,370734,183283,187451,2436,17908,20.7,2.62,38214
2010,노원구,228022,615425,301141,314284,4195,17367,35.44,2.68,57049
2010,은평구,196390,492925,242564,250361,4816,16601,29.69,2.49,53779
2010,서대문구,138473,333871,162823,171048,9330,18968,17.6,2.34,39497
2010,마포구,170531,400464,195145,205319,8599,16776,23.87,2.3,41457
2010,양천구,183718,505223,251368,253855,5222,29020,17.41,2.72,39067
2010,강서구,225313,580506,286324,294182,6379,14015,41.42,2.55,50349
2010,구로구,170317,452667,229189,223478,28931,22499,20.12,2.49,39389
2010,금천구,103412,264544,135717,128827,19349,20350,13,2.37,23995
2010,영등포구,171791,445648,225127,220521,38815,18141,24.57,2.37,42764
2010,동작구,167887,413814,203608,210206,11105,25312,16.35,2.4,42539
2010,관악구,247588,549736,278445,271291,18302,18592,29.57,2.15,50663
2010,서초구,170882,440021,213200,226821,5301,9361,47,2.54,37131
2010,강남구,234345,577070,277932,299138,6975,14596,39.54,2.43,44229
2010,송파구,264364,693144,339868,353276,7865,20460,33.88,2.59,53156
2010,강동구,190152,496939,248588,248351,5068,20217,24.58,2.59,39500
2011,합계,4192752,10528774,5208492,5320282,279095,17397,605.21,2.44,1049425
2011,종로구,76688,177419,88107,89312,9037,7421,23.91,2.2,22939
2011,중구,61475,141567,71137,70430,8374,14212,9.96,2.17,18099
2011,용산구,112617,259288,126735,132553,12787,11857,21.87,2.19,31837
2011,성동구,126148,308767,154511,154256,8056,18325,16.85,2.38,32767
2011,광진구,158472,386673,190867,195806,14737,22661,17.06,2.35,33613
2011,동대문구,157823,378534,189538,188996,13048,26653,14.2,2.32,44368
2011,중랑구,175115,428672,214258,214414,4966,23175,18.5,2.42,43745
2011,성북구,199398,494422,243639,250783,9251,20125,24.57,2.43,55213
2011,강북구,142527,348740,172309,176431,3686,14780,23.6,2.42,43507
2011,도봉구,139348,367949,181911,186038,2376,17774,20.7,2.62,39810
2011,노원구,225104,608062,297308,310754,4132,17160,35.44,2.68,58642
2011,은평구,197582,498350,244730,253620,4716,16782,29.69,2.5,56595
2011,서대문구,134730,324529,158160,166369,9677,18434,17.6,2.34,40041
2011,마포구,168640,398627,193539,205088,9134,16720,23.84,2.31,42610
2011,양천구,182677,505605,251346,254259,5395,29049,17.41,2.74,41110
2011,강서구,223490,575846,283662,292184,6774,13901,41.43,2.55,52314
2011,구로구,171064,458908,232056,226852,31440,22806,20.12,2.5,41992
2011,금천구,103600,264256,135604,128652,20818,20326,13,2.35,25089
2011,영등포구,168850,439555,221913,217642,42112,17892,24.57,2.35,43891
2011,동작구,167099,413658,203341,210317,12250,25296,16.35,2.4,44287
2011,관악구,246979,546350,276675,269675,19953,18478,29.57,2.13,53022
2011,서초구,168988,439012,212636,226376,5448,9340,47,2.57,39035
2011,강남구,231983,573003,275906,297097,7293,14501,39.51,2.44,47187
2011,송파구,261963,690466,338344,352122,8257,20382,33.88,2.6,55456
2011,강동구,190392,500516,250260,250256,5378,20359,24.59,2.6,42256
2012,합계,4177970,10442426,5159665,5282761,247108,17255,605.18,2.44,1110995
2012,종로구,75659,173148,85997,87151,7941,7243,23.91,2.18,23868
2012,중구,61546,140807,70762,70045,7447,14136,9.96,2.17,18875
2012,용산구,110706,255294,124708,130586,12062,11674,21.87,2.2,33027
2012,성동구,125848,306868,153272,153596,7264,18214,16.85,2.38,34180
2012,광진구,158534,384269,189367,194902,12956,22520,17.06,2.34,35759
2012,동대문구,157650,375683,187851,187832,12425,26453,14.2,2.3,46795
2012,중랑구,174313,423655,211708,211947,4360,22904,18.5,2.41,46476
2012,성북구,197992,490639,241162,249477,8782,19968,24.57,2.43,58142
2012,강북구,142150,346493,171099,175394,3336,14684,23.6,2.41,46222
2012,도봉구,138036,364454,180023,184431,2184,17605,20.7,2.62,42267
2012,노원구,222959,600829,293616,307213,3640,16955,35.44,2.68,61218
2012,은평구,200502,505902,248150,257752,4422,17035,29.7,2.5,60776
2012,서대문구,135104,324733,157969,166764,9620,18444,17.61,2.33,42088
2012,마포구,166722,393576,190514,203062,8932,16511,23.84,2.31,44283
2012,양천구,181135,500533,248683,251850,4622,28769,17.4,2.74,43514
2012,강서구,223708,573794,282185,291609,6363,13851,41.43,2.54,55821
2012,구로구,171498,454478,229130,225348,26958,22589,20.12,2.49,45252
2012,금천구,104357,260734,133834,126900,17446,20055,13,2.33,26848
2012,영등포구,167685,426876,215084,211792,35468,17386,24.55,2.33,46237
2012,동작구,169293,416268,204479,211789,10777,25456,16.35,2.4,47185
2012,관악구,247598,540520,273640,266880,17491,18280,29.57,2.11,56620
2012,서초구,168878,439998,213011,226987,4954,9361,47,2.58,41763
2012,강남구,230755,569997,274124,295873,5800,14431,39.5,2.45,50348
2012,송파구,257852,680150,333060,347090,7035,20078,33.88,2.61,58490
2012,강동구,187490,492728,246237,246491,4823,20042,24.59,2.6,44941
2013,합계,4182351,10388055,5126351,5261704,244410,17165,605.2,2.43,1167177
2013,종로구,73693,167867,83211,84656,7797,7022,23.91,2.17,23997
2013,중구,60600,137990,69128,68862,7525,13854,9.96,2.15,19346
2013,용산구,109361,251925,122974,128951,12185,11520,21.87,2.19,34017
2013,성동구,126447,306571,152809,153762,7234,18190,16.85,2.37,35421
2013,광진구,159173,381439,187584,193855,12512,22356,17.06,2.32,37623
2013,동대문구,159256,376445,188167,188278,12172,26490,14.21,2.29,49097
2013,중랑구,174938,421237,210390,210847,4439,22773,18.5,2.38,48998
2013,성북구,196693,485347,238228,247119,8758,19747,24.58,2.42,60499
2013,강북구,141246,341921,168546,173375,3214,14490,23.6,2.4,48547
2013,도봉구,137714,360609,177925,182684,2027,17418,20.7,2.6,44469
2013,노원구,222132,594027,289967,304060,3548,16763,35.44,2.66,63810
2013,은평구,202487,508111,248722,259389,4451,17107,29.7,2.49,64328
2013,서대문구,135272,324067,157314,166753,9957,18405,17.61,2.32,43850
2013,마포구,166780,391098,188874,202224,9242,16407,23.84,2.29,45758
2013,양천구,180443,496934,246723,250211,4406,28554,17.4,2.73,46026
2013,강서구,226607,575236,282287,292949,6166,13885,41.43,2.51,59530
2013,구로구,171419,452168,227694,224474,27204,22475,20.12,2.48,48027
2013,금천구,104179,258254,132742,125512,17234,19840,13.02,2.31,28310
2013,영등포구,167761,421577,212417,209160,35106,17187,24.53,2.3,48065
2013,동작구,172700,421487,207223,214264,10672,25773,16.35,2.38,50062
2013,관악구,248006,535128,270512,264616,17100,18097,29.57,2.09,59705
2013,서초구,170594,446541,215771,230770,4778,9501,47,2.59,44674
2013,강남구,230645,569152,273583,295569,5553,14409,39.5,2.44,53461
2013,송파구,257441,674955,330030,344925,6540,19925,33.87,2.6,61745
2013,강동구,186764,487969,243530,244439,4590,19846,24.59,2.59,47812
2014,합계,4194176,10369593,5109013,5260580,266360,17134,605.2,2.41,1221616
2014,종로구,73101,165344,81439,83905,8351,6915,23.91,2.15,24537
2014,중구,59960,136227,67952,68275,8162,13677,9.96,2.14,19960
2014,용산구,108429,249914,122047,127867,13963,11427,21.87,2.18,34896
2014,성동구,125814,303891,151149,152742,7805,18035,16.85,2.35,36684
2014,광진구,158524,377375,185011,192364,14021,22120,17.06,2.29,38974
2014,동대문구,159880,376319,187638,188681,12632,26483,14.21,2.27,50915
2014,중랑구,176714,423411,211178,212233,4575,22887,18.5,2.37,51995
2014,성북구,193359,475961,233009,242952,9255,19364,24.58,2.41,62066
2014,강북구,141246,338410,166553,171857,3385,14339,23.6,2.37,50841
2014,도봉구,136977,355712,175306,180406,2003,17184,20.7,2.58,46471
2014,노원구,221107,586056,285697,300359,3504,16537,35.44,2.63,66480
2014,은평구,202187,503243,245946,257297,4599,16944,29.7,2.47,67002
2014,서대문구,134780,320861,155477,165384,10485,18220,17.61,2.3,45309
2014,마포구,169492,395830,190717,205113,10391,16604,23.84,2.27,47360
2014,양천구,179069,490708,243091,247617,4487,28202,17.4,2.72,48175
2014,강서구,234378,591653,289841,301812,6493,14281,41.43,2.5,64287
2014,구로구,172594,457131,230091,227040,31300,22720,20.12,2.47,51187
2014,금천구,103940,258030,132476,125554,19567,19818,13.02,2.29,29553
2014,영등포구,168100,421436,212261,209175,39084,17180,24.53,2.27,49829
2014,동작구,172389,419261,205962,213299,11791,25643,16.35,2.36,52327
2014,관악구,248180,531960,268683,263277,18774,17990,29.57,2.07,62577
2014,서초구,173469,454288,219109,235179,4610,9666,47,2.59,47469
2014,강남구,237375,583446,280082,303364,5332,14771,39.5,2.44,57444
2014,송파구,257207,671794,328308,343486,7056,19834,33.87,2.58,65025
2014,강동구,185905,481332,239990,241342,4735,19574,24.59,2.56,50253
2015,합계,4189948,10297138,5063550,5233588,274957,,,2.39,1267563
2015,종로구,72645,163822,80531,83291,8836,,,2.13,24892
2015,중구,59321,134329,66755,67574,8596,,,2.12,20302
2015,용산구,107512,247909,121027,126882,14567,,,2.17,35715
2015,성동구,126714,305065,151459,153606,8062,,,2.34,38164
2015,광진구,158353,375180,183436,191744,14811,,,2.28,40368
2015,동대문구,159941,373824,185827,187997,13671,,,2.25,52490
2015,중랑구,176390,418620,208393,210227,4711,,,2.35,54095
2015,성북구,190973,469560,229183,240377,10285,,,2.4,63281
2015,강북구,141088,334426,164337,170089,3553,,,2.35,52598
2015,도봉구,136903,353241,173804,179437,1999,,,2.57,48590
2015,노원구,219768,578221,281538,296683,3638,,,2.61,68909
2015,은평구,203410,502578,244964,257614,4658,,,2.45,69753
2015,서대문구,135770,323105,156130,166975,10964,,,2.3,46758
2015,마포구,171480,398351,190957,207394,10708,,,2.26,48598
2015,양천구,179512,489010,242074,246936,4478,,,2.7,50398
2015,강서구,238952,595691,291216,304475,6617,,,2.47,67950
2015,구로구,172321,454604,228201,226403,32512,,,2.45,53719
2015,금천구,103847,256167,131346,124821,19883,,,2.28,31070
2015,영등포구,167863,417811,210388,207423,39307,,,2.25,51481
2015,동작구,170495,412774,202165,210609,12133,,,2.35,53610
2015,관악구,249191,529031,266773,262258,19368,,,2.05,64985
2015,서초구,173007,451258,217036,234222,4494,,,2.58,49280
2015,강남구,237373,581760,279209,302551,5265,,,2.43,60330
2015,송파구,256611,667480,325950,341530,7178,,,2.57,68292
2015,강동구,180508,463321,230851,232470,4663,,,2.54,51935
2016,합계,4189839,10204057,5007379,5196678,273441,,,2.37,1300877
2016,종로구,72118,161922,79322,82600,9185,,,2.12,25091
2016,중구,59651,134409,66452,67957,9160,,,2.1,20606
2016,용산구,106607,245102,119636,125466,14861,,,2.16,35915
2016,성동구,128727,307161,152006,155155,7902,,,2.32,39262
2016,광진구,158390,372104,181251,190853,14889,,,2.26,41441
2016,동대문구,159426,370312,183444,186868,15243,,,2.23,53460
2016,중랑구,177400,415677,206772,208905,4672,,,2.32,55914
2016,성북구,188304,461617,224504,237113,11262,,,2.39,64015
2016,강북구,141229,330704,162211,168493,3509,,,2.32,54053
2016,도봉구,136898,350272,172006,178266,2052,,,2.54,50510
2016,노원구,219736,571212,277866,293346,3631,,,2.58,70887
2016,은평구,201891,495937,241048,254889,4461,,,2.43,71457
2016,서대문구,136766,325871,156597,169274,11677,,,2.3,47653
2016,마포구,169432,390887,186668,204219,10995,,,2.24,48303
2016,양천구,177434,481845,238163,243682,4106,,,2.69,52063
2016,강서구,245045,602104,293734,308370,6619,,,2.43,71062
2016,구로구,172220,449600,225411,224189,32049,,,2.42,55705
2016,금천구,104483,254654,130429,124225,19268,,,2.25,32279
2016,영등포구,165729,406779,204712,202067,36166,,,2.24,51844
2016,동작구,172506,413247,201842,211405,12250,,,2.32,55231
2016,관악구,251955,525607,265034,260573,18756,,,2.01,66952
2016,서초구,173970,451477,216886,234591,4285,,,2.57,50984
2016,강남구,234080,572140,274217,297923,5025,,,2.42,61931
2016,송파구,258382,664946,324087,340859,7115,,,2.55,71064
2016,강동구,177460,448471,223081,225390,4303,,,2.5,53195
2017,합계,4220082,10124579,4957857,5166722,267153,,,2.34,1365126
2017,종로구,73594,164257,80094,84163,9487,,,2.1,26182
2017,중구,60412,134593,66337,68256,8884,,,2.08,21384
2017,용산구,107666,244444,119423,125021,15283,,,2.13,36882
2017,성동구,132902,312711,154077,158634,7903,,,2.29,41273
2017,광진구,160798,372298,180645,191653,14595,,,2.22,43953
2017,동대문구,159938,366011,181185,184826,15364,,,2.19,55718
2017,중랑구,179132,412780,205125,207655,4554,,,2.28,59262
2017,성북구,187112,455407,221103,234304,11352,,,2.37,66251
2017,강북구,142533,328002,160252,167750,3523,,,2.28,56530
2017,도봉구,137378,346234,169553,176681,2068,,,2.51,53488
2017,노원구,217619,558075,271025,287050,3672,,,2.55,74243
2017,은평구,202839,491202,238223,252979,4408,,,2.4,74559
2017,서대문구,137266,325028,155250,169778,12228,,,2.28,49266
2017,마포구,169408,385783,183248,202535,10868,,,2.21,49615
2017,양천구,176649,475018,234279,240739,3864,,,2.67,55234
2017,강서구,254257,608255,296175,312080,6564,,,2.37,76032
2017,구로구,171570,441559,221386,220173,30817,,,2.39,58794
2017,금천구,106066,253491,129775,123716,18337,,,2.22,34170
2017,영등포구,167355,402024,202400,199624,33474,,,2.2,53981
2017,동작구,172995,408493,198827,209666,12276,,,2.29,57255
2017,관악구,255352,520929,262006,258923,17632,,,1.97,70046
2017,서초구,173594,445401,213422,231979,4299,,,2.54,53205
2017,강남구,231612,561052,268941,292111,4888,,,2.4,65060
2017,송파구,264628,671173,326407,344766,6677,,,2.51,76582
2017,강동구,177407,440359,218699,221660,4136,,,2.46,56161
2018,합계,4263868,10049607,4910849,5138758,283984,,,2.29,1416131
2018,종로구,73735,163026,79156,83870,9961,,,2.08,26742
2018,중구,61502,135633,66674,68959,9908,,,2.04,22005
2018,용산구,108974,245090,119766,125324,16091,,,2.1,37640
2018,성동구,137209,316463,155091,161372,8242,,,2.25,42767
2018,광진구,162606,371063,179527,191536,15504,,,2.19,45619
2018,동대문구,161820,364338,179774,184564,16286,,,2.15,57165
2018,중랑구,180511,408147,202448,205699,4938,,,2.23,61830
2018,성북구,186601,447687,216495,231192,11819,,,2.34,67782
2018,강북구,143395,322915,157522,165393,3751,,,2.23,58196
2018,도봉구,138087,341649,167043,174606,2236,,,2.46,55964
2018,노원구,217655,548160,265870,282290,4408,,,2.5,77096
2018,은평구,205001,487666,235600,252066,4469,,,2.36,77420
2018,서대문구,138549,323080,153816,169264,12767,,,2.24,50456
2018,마포구,172505,386359,182573,203786,11282,,,2.17,50833
2018,양천구,176498,468145,230457,237688,3960,,,2.63,58045
2018,강서구,258503,603611,293289,310322,6662,,,2.31,79660
2018,구로구,172457,438486,219949,218537,33989,,,2.35,61801
2018,금천구,107971,254021,130398,123623,20104,,,2.17,35739
2018,영등포구,171085,403600,203319,200281,35822,,,2.15,55673
2018,동작구,177176,409385,198458,210927,13182,,,2.24,59479
2018,관악구,262222,520040,260742,259298,18083,,,1.91,72249
2018,서초구,172918,438163,209977,228186,4212,,,2.51,54751
2018,강남구,228775,547453,262203,285250,5089,,,2.37,67085
2018,송파구,270866,673507,326849,346658,6872,,,2.46,81364
2018,강동구,177247,431920,213853,218067,4347,,,2.41,58770
